timestamp,currency,total_volume_usd,total_oi,call_volume,put_volume,spot
2026-07-06T14:02:24.238334+00:00,SOL,197916.26000000007,822650.0,24550.0,34030.0,80.3819
2026-07-06T14:02:24.238334+00:00,HYPE,177242.24999999997,175920.0,32380.0,27050.0,69.723
2026-07-06T17:13:48.305077+00:00,SOL,226317.9899999999,829590.0,27910.0,39870.0,82.2799
2026-07-06T17:13:48.305077+00:00,HYPE,169426.09,181480.0,31300.0,30320.0,71.423
2026-07-06T19:05:29.386304+00:00,SOL,225695.7299999999,831310.0,28420.0,40710.0,82.2821
2026-07-06T19:05:29.386304+00:00,HYPE,148807.37,181610.0,28720.0,27010.0,71.385
2026-07-06T20:59:36.936722+00:00,SOL,230371.16999999993,832090.0,28750.0,41210.0,82.4691
2026-07-06T20:59:36.936722+00:00,HYPE,143784.97999999998,181760.0,28300.0,26720.0,71.118
2026-07-06T22:17:26.419218+00:00,SOL,224878.0999999999,833700.0,29690.0,40080.0,83.08
2026-07-06T22:17:26.419218+00:00,HYPE,136661.97999999998,181760.0,27640.0,25690.0,71.597
2026-07-06T23:35:14.990815+00:00,SOL,224865.05999999994,834210.0,30030.0,40180.0,82.5789
2026-07-06T23:35:14.990815+00:00,HYPE,123687.13,189000.0,26880.0,33090.0,70.939
2026-07-07T01:22:17.151379+00:00,SOL,216048.82999999993,833180.0,26230.0,38650.0,82.3536
2026-07-07T01:22:17.151379+00:00,HYPE,108438.52000000002,188560.0,23980.0,32400.0,71.78
2026-07-07T05:29:06.506542+00:00,SOL,159744.03,833650.0,29650.0,23920.0,80.9769
2026-07-07T05:29:06.506542+00:00,HYPE,104943.27,188490.0,28500.0,25680.0,69.766
2026-07-07T08:49:59.467588+00:00,SOL,155999.77,824090.0,24780.0,19940.0,81.7731
2026-07-07T08:49:59.467588+00:00,HYPE,84781.66,179360.0,19330.0,23030.0,70.822
2026-07-07T11:40:01.581451+00:00,SOL,121673.63000000002,828540.0,23190.0,18330.0,80.9695
2026-07-07T11:40:01.581451+00:00,HYPE,41983.22000000001,179400.0,14510.0,18390.0,71.39
2026-07-07T13:51:16.181943+00:00,SOL,89718.14000000001,829490.0,19980.0,16340.0,81.0968
2026-07-07T13:51:16.181943+00:00,HYPE,32648.52999999999,180440.0,13150.0,16540.0,71.902
2026-07-07T16:21:39.455221+00:00,SOL,80352.65,833490.0,18020.0,17450.0,82.0967
2026-07-07T16:21:39.455221+00:00,HYPE,28976.54999999999,181770.0,13250.0,16700.0,72.211
2026-07-07T18:26:35.831523+00:00,SOL,71365.40999999999,834560.0,17800.0,11980.0,82.1207
2026-07-07T18:26:35.831523+00:00,HYPE,31634.179999999993,181910.0,13740.0,15940.0,71.691
2026-07-07T20:23:31.377873+00:00,SOL,64629.56,835470.0,17870.0,11120.0,81.2672
2026-07-07T20:23:31.377873+00:00,HYPE,31127.329999999998,181370.0,14270.0,16030.0,70.022
2026-07-07T21:50:47.604274+00:00,SOL,53975.84000000001,835560.0,15800.0,10650.0,80.8299
2026-07-07T21:50:47.604274+00:00,HYPE,31391.609999999997,181600.0,14300.0,16260.0,69.377
2026-07-07T22:53:39.007137+00:00,SOL,57691.09000000002,837440.0,16790.0,11650.0,80.8733
2026-07-07T22:53:39.007137+00:00,HYPE,32146.62,183630.0,15780.0,16440.0,69.754
2026-07-07T23:51:43.450777+00:00,SOL,57340.200000000004,837540.0,16240.0,11640.0,80.7204
2026-07-07T23:51:43.450777+00:00,HYPE,30580.420000000002,183630.0,14630.0,9750.0,69.362
2026-07-08T01:58:05.129882+00:00,SOL,66487.40000000001,838230.0,16460.0,13790.0,79.0466
2026-07-08T01:58:05.129882+00:00,HYPE,39289.61,187330.0,17100.0,12060.0,68.193
2026-07-08T05:22:09.651256+00:00,SOL,77393.21,844830.0,22410.0,13830.0,78.6756
2026-07-08T05:22:09.651256+00:00,HYPE,37281.54000000001,191260.0,15660.0,10810.0,68.288
2026-07-08T07:44:32.217891+00:00,SOL,80383.73000000001,849070.0,23980.0,15060.0,78.0857
